Unnamed: 0,reviewerName,overall,reviewText,reviewTime,day_diff,helpful_yes,helpful_no,total_vote,score_pos_neg_diff,score_average_rating,wilson_lower_bound
438,David Debaeremaeker,2,"Since I bought this card, I've been using it almost daily in my Hero 3 camera. The recordings are without any glitches so far.",06/25/2023,605,11,3,14,8,2.8908779511449136,3.988560475669068
439,Ezra,3,its 64 gigs it works great not sure what else to say about it really. Not much else to say.,02/27/2023,981,38,49,87,-11,1.8583327323375403,1.4460210827191782
440,"Michael J. Eckman ""Mike""",2,i used it on my sony as15. been using it for almost a month now and i have yet to encounter any problem,12/24/2023,103,19,42,61,-23,3.9748764960522576,4.983897621046799
441,"A. Ghayyath ""AAG""",4,"For the price it was a great buy. I would recommend to all. It has a pretty high transfer rate, and comes with an adapter so you don't have to worry about that.",10/19/2023,226,6,47,53,-41,3.6594388192936265,0.7044818495498867
442,mark drake,1,This is a great price for such big storage and it's does a great job with my first smart phone.,12/16/2023,353,26,3,29,23,0.9270951404991329,4.809685438021426
443,Michael Hammerstrom,3,"There's not a lot one can say about a micro SD card. This one has this cool red stripe on it. It's Class 10, making it fast. It works. 'Nuff said.My application was for mounting in a Microsoft Surface RT tablet. I encrypted it with BitLocker to be safe. No problems.",10/05/2023,160,6,18,24,-12,2.823161525775499,4.5104955957584325
444,R. Briggs,4,"I can't believe how fast this is.  i had a class 10, 32GB card by imation and it was nothing like the speeds I get out of this.",06/14/2023,404,1,37,38,-36,0.1621800372804244,2.759473245526045
445,Danny V. Drew,1,"A must for any device when u need extra space, adapter allows easy transfer of info such as pictures, music or documents",03/31/2023,707,42,24,66,18,2.197391140672385,2.9264823997857365
446,yali g,1,"I only buy SanDisk and this item like all the others I have purchased, worked perfectly the first time.  Love it!",03/11/2023,324,32,7,39,25,3.5702661098417874,3.8752393923863977
447,Motorcycle Nut,5,"SO I recently got a new Chinese brand Android phone (Inew i4000): Quadcore, 13mp camera, 1GB ram, 16Gb internal storage + MicroSD Support. Also comes with App2SD software support as well.I had an old Samsung Class 10 32GB and tested that it works with the i4000. But wasn't enough for a Power-user like me.Decided to give it the extra storage BOOST!With the Sandisk 64GB Class 10, I now hold within:11GB Music Collection (MP3's at ~192 KBPS)20GB of Graphic Novels/Manga/ManwhaBooks with a Manga App/reader2GB of Apps (migrate the Core apps from internal storage to External storage)8GB of Photos taken with the Phone (uses MicroSD as storage for photos)~30GB of free space left for downloading Movies/MP3s/and documents on-the-goI love this little card, its fantastic and a great way to add some serious expandable storage onto any Smartphone that supports the storage.FYI, I had to format the Sandisk 64GB card using my Smartphone (i4000) in order for it to set the microSD to FAT32. DON'T use the PC/laptop to do the format, it will mess it up.Was debating between Class 10 Sandisk 64GB or Class 10 Samsung 64GB, I decided to throw my lot in with the 6000+ reviews for sandisk with an average customer rating of 4.9 Stars. Samsung had 4.9 stars but was from 11 people. So LOL!Highly Recommend this to others!",12/21/2023,145,20,17,37,3,2.0747939604388503,1.5339105309603025
448,Patrick J Bell II,5,It has work great.....i have used it a lot iun my smartphone to storage photos music and game roms....works perfect,02/09/2023,754,28,17,45,11,0.5897707391008045,2.637348910272579
449,K. Bender,5,"Very, very good and reliable.  Use it in my Win8 tablet, so I don't take it out a lot, but when I do, it seems to work fine in other places.  I bought it a while ago, and it's never failed.  I would recommend it.",02/03/2023,465,31,47,78,-16,0.30766793494677036,4.511878968647523
450,GQ,3,"Bought these for my FineVu CR-500HD dash cam, my cam cannot take cards greater than 32GB and found this to be the most consistently performing card for my use.I now get almost double the recording content vs. the 16GB card that came with the dash cam. If you need a card with no maintenance and performs with no issues, this is the card to get.",04/14/2023,915,44,6,50,38,4.268297248905883,0.34124518617430544
451,D. L. Veator,3,Shipped fast.  Works in my camera..  Does store video much faster than my older memory card.  For the price it is a good deal.,08/29/2023,132,11,16,27,-5,4.456634799745567,4.527643346786097
452,Bryan M. Alegria,1,My wife loved it and me too because she take all the pictures and movies that want make and I don't need all the time ti pick out from the tablete.,04/24/2023,93,12,2,14,10,1.715462406088999,3.643889696446237
453,"thenightfly ""dee""",3,"This is perfect!  I picked this up on Amazon for $25, and I could not be happier!I've used this on various devices such as Surface RT, camcorder, laptop and it works without any problems!",11/09/2023,273,38,21,59,17,0.8208616231537647,3.849224144697337
454,Ed Hamilton,1,I use this primarily to store music and photos on my SD card. The camera writes to the card directly and I notice no difference in speed. I haven't had any formatting issues. First thing I did when I popped this into my phone was format it using the built-in option under &#34;Settings.&#34; It has worked flawlessly for over a month.,05/26/2023,704,43,14,57,29,4.8930810656211055,0.3235905151688301
455,ART005,4,This memory card has been working flawlessly. Prices have been dropping nicely. Amazing the storage capacity in something so small.,04/17/2023,534,48,30,78,18,2.729319018006053,0.9387833445248855
456,SawJtt2008,2,"What can I say, the card works perfectly, haven't had a single issue with it. I had a sandisk card at one point that didn't work properly and sandisks customer service was great in replacing my product which is the reason I will keep giving them my business.",02/09/2023,194,39,35,74,4,2.383275218579123,4.626308996662042
457,J. Ward,1,Works flawlessly.  I dont buy any SD cards unless its from SanDisk.  Never had a problem with them and i know their class speeds are true or under rated compared to other brands.,09/08/2023,170,2,25,27,-23,3.708038736966395,0.6202572423656666
458,William Eid,1,Good card for the price.  Lots of room for music  Plays in the Sansa MP3 without any difficulty or trouble,06/15/2023,460,38,47,85,-9,0.8443466971068081,3.15591427789168
459,Man_In_Bra,4,"I'm using this in a SAMSUNG GALAXY S3 16GB unlocked smartphone and the only problem is as you write more and more flies to the card it gets slower and slower to the point that you'll be so p.o at a crucial moment , say for example you want  to access a video  or doc , that when you do actually get your file you've lost  all faith in the card .So buy it for the capacity but always remember it's not reliable  for fast access.",07/03/2023,941,7,13,20,-6,2.8999486170195543,3.91346274846269
460,Dao,5,"After using an 8 Gig microsd in my galaxy s3 for a year, I knew I needed a new sd card when I got the s4. This sd card has worked out really well for me. I am no longer worried about running out of space when I take pictures on my new s4.",12/03/2023,11,45,16,61,29,4.4508117820379445,1.1564101225228973
461,"Guten Guy ""Guten Guy""",5,"I put the 32 GB card in my Galaxy S3 and it is working as well as could be. I popped the SD card into the slot, went to settings-> Storage-> and selected 'format'. That was it. Then I set up an Mp3 folder which was instantly recognized by double twist and now I have tons of storage for music, pics, and more. Great card.",09/22/2023,181,45,8,53,37,0.11534242968929298,3.493951056423886
462,Leave Me Alone,5,"I purchased this because my Samsumg Galaxy S3 was getting full of pictures. It installed easy, works great and I have had no speed issues when writing or reading from it,",06/04/2023,232,1,6,7,-5,3.364698534260493,0.3278825664762053
463,ronald,1,"Since there are almost three thousands reviews already, I bet almost everything about reading and writing speeds have been covered. I'll just try to provide some specifics from my experience in case if somebody is searching with these keywords. I've copied some WAV and MP3 files to this card from a fast PC (3.4 GHz, 16GB RAM, 7,200 RPM HDD, 64-bit Win 7, etc.) with a built-in card reader. The card reader maybe my bottleneck. Anyway, the observed average writing speed was around 9.5MB/s.Tried this card in Nokia 3555b. Logically this phone cannot read more than 8GB MicroSDHC cards, but it it. However, it saw the card as being only a 2GB card. Tried inMotorola Flipout Unlocked GSM Quad-Band Android Phone with Bluetooth, Camera, QWERTY Keyboard and Wi-Fi - Unlocked Phone - US Warranty - Black. Played those WAV and MP3 files and it worked very well. Tried inMotorola MB520 Bravo Unlocked Phone with Android OS, 3MP Camera, FM Radio and GPS - US Warranty - Blackwith the same files, and it worked well too. No hiccups. Then inserted (and left it in) inBLU Studio 5.3 II Unlocked Dual Sim Phone with Dual-Core 1GHz Processor, Android 4.1, 5.3-inch IPS Capacitive Touch, and 8MP Camera - U.S. Warranty (Black). So far so good. Will update this review if problems will arise.It was sold and fulfilled by Amazon in a frustration-free packaging. I love this packaging not only because it does not have nasty blister pack that cuts your fingers, but also because it is eco-friendly.",02/09/2023,956,5,45,50,-40,2.757119778757027,2.493842015213214
464,Luis Gonzalez,1,It worked for a GoPro so what more to say except I wonder how they can fit 64 gigs on such a small chip. Amazing.,06/22/2023,29,47,26,73,21,4.754003922372255,1.6721655887484572
465,Linda Mienzer,3,I did not do any bench tests to see to verify the read and white but been very happy with it.,03/15/2023,532,40,27,67,13,1.2934925496110694,3.2287100867934777
466,scout1968,3,"Ok so my Dad needed a MicroSD for his GS3 (Galaxy S 3) because he was using way to much space with videos and pictures; he isn't one of the most tech saavy people in the world so I got this for him. Does it work yes it does and very well I might add. Like I said my Dad doesn't work to well with tech and if a MicroSD slowed his phone down when it saved pictures or videos or ran apps from it he wouldn't be happy and wouldn't know what to do with the problem. This card experiences no lag (3 months in) the UHS-I speed class really lives up to its potential here. Best of all, perhaps a little known fact to most of you, this card is waterproof, so you get your phone wet and it dies, don't worry this card is still perfectly fine just pop it in a new phone and there's all your stuff! No cons as of yet will update as needed.",10/03/2023,5,14,11,25,3,4.294458209631864,4.44502423035548
467,Daniel Kang,2,"I bought this for a Galaxy Note 8.0, and while it functions properly, it is completely useless for my tablet. I can't put movies or books on it, because they are streamed from Google Play, and i can't put apps on it because that is not allowed. Why do they put a $&@?!$@& micro sd slot on a tablet that can't use it for anything but backups- backups i might add that are already in the cloud. Amazon did a great job delivering it, which was a bright spot in the realization that i spent 25 dollars on a chip that is going to do a better job cleaning the dirt out of my grout than helping the memory on my tablet.",07/24/2023,921,46,16,62,30,1.5449285094164245,0.6274545906166079
468,"P. Ellison ""Pat Ellison""",2,"So far, so good.  It does what it's supposed to do.  Doesn't seem any faster or slower than any other micro SD card I had.  Bought a cheap imitation on Ebay and regretted it as it crashed.  It really doesn't pay to be cheap with memory.  It's all about the reliability, which you get with this product.10/17 Update:  Big problem with this SD card if you are a Windows Phone user - does not properly record HD video.  Video recording to SD card is consistently choppy.  Pop in another SD card - records fine.  Record to my phone - records fine.  I've tried formatting it every which way and it isn't working well.  Go with another brand Windows Phone users.",11/21/2023,546,11,8,19,3,2.149317880314539,2.251538262361139
469,Jesse,3,What can I say? It's a memory card! Bought for my BlackBerry Z10 some months back. OEM quality. The price was right. Arrived in retail packaging. I recommend this seller and this product.,03/11/2023,140,40,43,83,-3,1.0664378238224752,2.1159690325175657
470,average_john,1,"Its like having my own personal cloud, So much storage in such a small item. This came at a great price and was in an easy to open package that made it easy to open and use right away. I ended up using it in my smartphone and when the screen cracked, I was able to back up everything to it and remove the card and put it in my laptop.",11/06/2023,28,47,43,90,4,4.317955078927547,1.6189761919696073
471,EJPD,4,I bought the Sandisk Ultra 32gb card for use in my Samsung smart phone.  Worked great for about 3 months.  Now the phone won't recognize the card & neither will my computer.  Just went unreadable one day.  Very disappointed in the reliability of this card.  Will contact Sandisk as it has a lifetime warranty.  Shall see if they'll stand behind their product.,04/21/2023,98,31,7,38,24,0.9770483032680494,2.4008338275034973
472,whobody,3,That's a lot of MP3s and photos. Works 100% with no issues with my 32GB Samsung Galaxy S III phone.,09/14/2023,262,5,26,31,-21,4.295064966322728,4.403642389244832
473,"MZypher ""MZypher""",1,"I put this micro-SD card in my Note II phone, and I have had a seamless experience with it.  Programs that are on the card operate as quickly and flawlessly as those that are on my phone's memory.  It will hold dozens of programs, and gives me all the expandibility that I will need (unless I start collecting HD movies on my phone!).  This card seems to be designed specifically for smartphones, and does its job very well.  Recommended.",03/29/2023,758,26,41,67,-15,2.278066912852738,4.868309668829246
474,Matt P,3,Delivery was on time and the device worked perfectly for my Microsoft Surface Pro. I needed extra memory for my Surface and this 64G was perfect.,04/05/2023,19,46,11,57,35,4.175427469084104,0.014214436919251505
475,Dave P,5,Popped it in my Nvidia Shield and it worked instantly.  Transfers to it are faster than the transfers to the internal storage.,10/16/2023,12,12,36,48,-24,1.3224427955493252,3.6951577155656308
476,Martin Martinez,3,I purchased four (4) items from amazon and when I opened the box my 32gb memory card was missing. So rating this product is truly impossible,04/07/2023,537,22,19,41,3,0.6636507068560327,3.075406001565104
477,Average User,5,"Great product, great price, great quality!  I've purchased 6 of these so far for family and friends.The only thing better than this would be a 128gb model!I only wished that laptops came with micro SD slots!",02/20/2023,525,9,0,9,9,2.774806324799509,4.972560735931726
478,Roger G. Chapman,1,"Sandisk seems to be the most reliable for me. Not only a good product, but good prices. Always good memory cards. Period.",11/26/2023,465,13,8,21,5,2.547185335278583,0.44965697944334804
479,Mleigh,5,"Works perfect in my note 3. This card even writes almost as fast as my internal phone storage! It works much better than cheap Chinese cards. I've also tried it in my go pro, and it has plenty of write speed, even enough for shooting in 4K! I highly recommend it, and will definitely be getting another soon.",02/03/2023,588,2,46,48,-44,1.783036890017663,4.056731507888515
480,Cam,3,"I purchased this for a cheap Android tablet.  I figured I'd try a cheap tablet first, and if I decided I wanted to go with an Android tablet, I'd get something good later.  But either way, the memory card will be used in one item or another, so I wanted to get a good one.  Like any other SanDisk product I've purchased, this card is top-notch.  Comes with the (in my opinion, necessary) SD card adapter.  Class 10 speed really makes a difference when you have the card filled with music/movies/apps.",09/06/2023,259,11,23,34,-12,3.3141070926920717,4.669640897276496
481,Love Archos,5,"Needs little to no formatting and I have yet to see a SanDisk fail. Don't cut corners, almost every other brand of SD cards will fail on you except these (tried numerous brands with my devices).Just remember it takes a bit for devices to buffer the information off of the SD card and static can corrupt any SD card which is usually easily fixed with a formatting. Always back up your documents to a PC/Mac as soon as possible.Oh, and if you create playlists, slideshows, etc. on devices and remove the SD card, the device will not be smart enough to re-compile it after you put the SD card back in and you will end up with blank playlists even though you have the songs so WATCH OUT!Lastly if this SD card doesn't work for you for whatever reason google SD card formatting and it should help you out. These 64GB versions don't seem to have formatting issues like the 32GB ones do but even then formatting to FAT32 fixes it.",04/10/2023,24,24,33,57,-9,0.47571414378755783,4.560578159614086
482,Dwight T. Still,4,I got two of these for two NOKIA 822 Smart phones. Be sure and contact your provider to find out what is the largest chip your phone can handle?  SW,12/05/2023,8,0,35,35,-35,3.110005374575647,2.802863521089076
483,Santosh Nair,5,Now I have a lot more room on my phone. It can be overkill for some but extra space is only wasted if you never use it.,10/30/2023,880,31,3,34,28,1.0587804675011847,1.637780725083588
484,D. Combellick,5,doesn't seems to be some chinese crap... looks like it's the original one... works fine with my galaxy s4 and also with my tablet... 100% recommended...,11/08/2023,228,23,28,51,-5,0.6447727801064856,3.1995191851544194
485,"t ""*{-.-}*""",2,I got this for my new phone. It works as expected. I don't worry about the speed in these things. I loaded up all my music on it & my phone stores my pictures on it. So far I have not had any issues with this micro sd card.,09/26/2023,376,47,22,69,25,4.54804090062678,1.530359976116169
486,Carl,4,"good quality microsd card. cannot gain 30MB/s read speed but it may be because of 2.0 usb card reader because hdd connected to the same usb port give no more than 20MB/s speed, same as this card. i have bought both 32GB and 64GB. 64GB works perfect in my HTC EVO 3d.",07/05/2023,123,41,34,75,7,2.298978805769173,2.0613462965019984
487,TechSmart,1,Where else can you get legitimate micro sdhc 32 GB memory cards for this price. The speed is 30 MB/s. Fast low cost 32 GB. Cannot go wrong. Name brand. San disk. I got ripped off buying imitation unpackaged memory cards that only worked days.,01/23/2023,90,8,15,23,-7,3.817084357940122,2.2286249239592975
488,"Richard H. ""Huggy""",5,"I bought this for my GoPro HD Hero 3 camera, as it was the one recommended by most buyers. I've had zero problems with the card, and the included adaptor makes it easy to transfer my videos to my PC. These things are tiny though, and thin so be careful not to bend or lose them! The $24 price is reasonable as well.",08/08/2023,813,49,7,56,42,0.44558464224258576,1.509750882072984
489,TerryN,4,"This is an ultra fast SanDisk branded SD card that's great for digital cameras, especially for video. I got it for my smartphone, mainly for the 32 GB capacity, and it fills the bill at a very low price with Prime shipping. You can't get better quality flash cards than SanDisk. I'm still amazed that they can cram such a huge amount of memory on such a tiny chip.  One megabyte of data in text from printed out would fill a pickup truck. This chip has 32 thousand megabytes.  Think about having 32,000 pickup trucks full of text in a chip smaller than your pinky fingernail!",08/05/2023,456,0,26,26,-26,0.28732439003041677,1.7091368237201228
490,Franklin Tineo,1,Got this for my new Galaxy S3. It works great. Tripled my memory and it's compatible! Worth every cent to be able to carry a TON of music and podcasts.,05/30/2023,224,41,38,79,3,2.474261064605324,0.03656559483592281
491,ALJ,4,Upgraded from the 32GB and very satisfied. Works great with my phone and large library of music. Def would reccomend.,11/22/2023,736,38,11,49,27,1.577755757725654,1.4853943188082397
492,"Carey L. Eddins ""dsgnce""",2,"Insert it and use it, it is exactly that easy to use. And did I mention it is also very fast? I purchased this for my new Nook HD+ tablet and it gives me a lot of storage space for anything I wish to keep on the tablet, pictures, music, documents, eBooks, anything else I wish to create or copy to the tablet. I am very pleased with the performance and price of this purchase.",11/08/2023,257,9,43,52,-34,0.02453646254741315,2.361526870800042
493,Mark,1,"I had problems using the chip in the reader built into my laptop. It seemed to only want to format up to 32Gb. When I plugged it into my phone, I could format at 64 Gb but then the laptop reader saw it as empty. When I used a USB reader, then the laptop could read it just fine.I was able to copy the 4Gb of data from my old microSD to this chip and have not had any problems with it yet.",10/19/2023,515,43,3,46,40,0.9164732244943347,0.8650368510868034
494,Malt,1,"Does everything it says without a hitch.  Works like a charm and reasonably priced, which makes it a good value too.",08/31/2023,833,42,46,88,-4,1.0938775774522895,4.027922884265007
495,"Ticozolano ""Guille""",5,"FAST data transfer! This is the standard, the measuring stick for a great 32 GB micro SD card- you will not regret getting the brand name instead of getting the cheapos.",01/15/2023,783,40,24,64,16,1.4425317726554692,2.688185110642877
496,KitchenBrews,3,"I put it into my phone, and now it is like my phone has unlimited storage possibilities on it. Thank you!",12/24/2023,818,29,5,34,24,4.387677885216756,3.969403340897413
497,Steven E Rosenstein,1,"Nothing beats class 10 SDHC, I would highly recommendfor anyone that requires memory, especially for this low price. There is nothing better.",12/19/2023,148,4,2,6,2,2.1030126556598434,0.6405171618569566
498,AndrewB,1,"Hard to believe that 10 years ago you would have needed a big hard drive to have this much room. I use this card in my Samsung Y Duos Smartphone and it provides more than enough room for my entire music library, a bunch of movies, and all of the apps for my phone and I still have more than 3/4 of the space left.Works perfectly and I've always had good luck with SanDisk products.",05/29/2023,387,3,38,41,-35,3.3971619523854333,4.102556288793107
499,roy amaya,2,This card is awesome. I take a picture on my camera and phone and it is almost instantly ready to take another picture. The transfer between my laptop and phone is very quick as well it almost match my USB 3.0 speed. Also i really like the color of the card. it makes the micro sd card look very unique. Although if you have verizon you may get confused between the LTE card and micro sd card.,09/19/2023,701,44,23,67,21,0.09198046330766485,4.791314635930684
500,Paul Gillotte,2,"Haven't got much to say about this. It's SanDisk, so you know what you're getting. Fast and reliable. Only complaint though is that Amazon wouldn't let me buy more than one in the same order. Other than that, it's just great.",07/30/2023,911,7,20,27,-13,4.069628389414339,1.7622699301829758
501,Seafrog,2,"I have a lot of memory cards for a variety of digiral devices. This is the smallest memory device I have ever owned and 32 GB of storage, that's outrageous...",03/08/2023,699,15,5,20,10,1.2016447209820864,1.419762022337857
502,"Grzegorz Tokarski ""GregT""",5,I just removed the back cover and plugged this into our new Galaxy S4 and the phone recognized it immediately (indicated had 59.47GB of storage available on SD card) ... I loaded some pics and videos on it for good measure and it works fine...recognized the SDXC.  I assume it is file system formatted for exFAT.,07/20/2023,438,0,32,32,-32,1.5451966445521732,3.2341577141857227
503,"A. Sacremento ""car guy""",1,"really fast memory card, go along well with the GoPro. front side feels great in the hand so you won't forget to put it in the save area when you are grabbing it",09/27/2023,700,48,7,55,41,0.22628215993519274,3.1795705527120246
504,"desertfox ""desert fox""",2,"The item arrived in perfect shape and even included a sd adapter if you need it.  The card has worked just fine for me so far, so I have not complaints.",04/20/2023,636,14,32,46,-18,2.048464529868077,0.5623401945210732
505,Tim Jackson,2,"I only ever use SanDisk and have never had a problem, This is for my Wife's new 1st smartphone, so needed a class 10 and Amazon always has the best price, either in the US or Amazon UK",07/13/2023,37,23,47,70,-24,4.2628838637002255,4.6337939235039265
506,Kevin Lively,4,"It served its purpose - no complaints, I used it for my samsung device andI am still storing on it.",09/27/2023,661,14,2,16,12,1.893671290601446,2.3952807768557993
507,"Brian Gould ""I am a Sci-Fi tech guy with a lo...",4,"The moment I got this, I just plugged it into my SGS3 cellphone. I transferred some videos from my cellphone memory directly to the SanDisk Ultra, and it copied real fast. I plan to replace this soon with a higher capacity 32GB variant. Highly recommended brand.",08/27/2023,106,49,1,50,48,4.543026353781962,3.822082073452975
508,Tyler Murray,2,"I dunno if it's a bad copy or what but When I try to transfer files like 2GB or 3GB it doesn't copy! It ejects itself and then mounts itself again. I had to transfer all my songs from my PC through Airdroid which was a pain in the a$$ I can't transfer movies from my PC and by the way I tried formatting it and checking for some errors but same issue but I can move smaller files like 20MB or soVery disappointing especially for such price!UPDATE: Now I have more problems! My phone tells me every now and then that the ""SD card was unexpectedly removed"" and I tried on other phones with the same problem",01/21/2023,615,5,37,42,-32,4.337238015963409,1.7965883809178473
509,BB,5,Very fast as advertised and had no problem installing in my samsung galaxy s3.Would highly recommend this product to anyone with a galaxy s3/s2,07/11/2023,919,1,39,40,-38,0.30980471497162987,1.307683209778877
510,Love Archos,3,Writes & reads really fast. The card that came with my dash cam would pause about 11 seconds between files. With the Ultra there is only a one second pause. Now I won't be returning the dash cam. Highly recommend!,07/20/2023,889,4,38,42,-34,1.5263597189090632,0.5563594804290112
511,VinnyVino,4,cant complain about anything sandisk.  I buy this product anytime I need a memory card.. prices are decent and storage capacity is as well,08/20/2023,232,38,38,76,0,4.552086537587304,1.3725935738148032
512,Charles W. Jefferson,4,"I had bought the 32GB card here on sale.  It ran great for the first 4 months.  This afternoon it unmounted from my Samsung SGS III.  I powered the phone down, re-seated the card, powered up and it was still not recognized. Powered back down, pulled the card and popped it into the computer and it showed a single partition of 0 bytes. Mounted the card back into the phone and booted into recovery (my phone is rooted with CWM), where I double checked that it could not be mounted or formatted. I then tried to re-partition the card but no luck. Phone is back up and running fine on a spare 8GB card so no problems there.  It doesn't matter how good or how fast the card is if it dies this quickly. I had most of my stuff backed up so no major loss, but I am out the cost of the card...",09/09/2023,867,40,23,63,17,0.14904471237334904,4.967155727631481
513,MrKidMonkey,1,"I purchased this for my Wandboard Quad.  I loaded the Wandboard provided Android 4.2.2 image and have had zero issues.  As the OS boots and runs from this card, it boots pretty quickly (though not as quickly as if it were booting from eMMC), and runs smoothly once at the Android launcher.",05/10/2023,146,33,20,53,13,3.8290414230437975,3.289800919416569
514,Gotinoto,1,"I bought a new underwater camera. So my 32 GB Adata went to the camera and this Sandisk went to my Galaxy Note 10.1.  On our family vacation I took the newly purchased camera and the 32 gb Adata.  Long story short:  A lot the photos and videos taken in Cancun are gone.  Photos and video from top of a Mayan ruin (pyramid), snorkeling, family photos are all corrupted and gone.  At first, I thought it was the camera until I placed the Sandisk in and experimented with it.  This Sandisk was flawless!  I will be staying away from lesser known brands and staying with Sandisk going forward.",12/23/2023,17,38,17,55,21,4.532139895756336,4.013911650212847
515,Mark Hilgenberg,2,"I have two of these, one for each of our smartphones and they work great. Ultras far surpass the basic microSDs",11/30/2023,159,31,34,65,-3,3.852456991679134,4.792545642767419
516,"Patricia Young ""bear""",1,"very fast and reliable, couldnt ask for a better product from a better company. unless you have a electronics lab in your home i dont think you could possible come up with such a beast.",10/25/2023,960,28,10,38,18,3.7190715850295386,0.3949567589795866
517,siijiom,1,"Works as it should, and has lifetime warranty. In case of malfunction (which I had after several months), Sandisk will send a replacement at no cost.",07/06/2023,816,28,10,38,18,4.216778878085749,0.823472128674968
518,paulicious21,3,"Nice product, perfect package and speed of recording. My camera will stay better with this memory. I recommend for all.",06/06/2023,282,23,2,25,21,3.3289478051600563,4.639828459971423
519,JP,5,"I bought this card for my car's windshield mounted 1080P dash camera. When my cam arrived I just inserted a 16gb card that I had on hand. It is a 'type 6' and I didn't realize that it could degrade the cam's performance. After reading in an online forum that &#34;any video or photo application will benefit greatly from a 'type 10' memory card&#34;, I ordered the SanDisk 16gb Type 10 Micro SD card. Wow! what a difference! The stuttering video that I thought was just inherent to the camera itself is now gone. I believe the color rendition is better as well.This card was by far the best price of any supplier. It arrived quickly and solved a problem that I wasn't even sure I had.",09/03/2023,278,45,22,67,23,2.115480943914858,2.8227684082997384
520,Vista2020,2,I bought this card for my Samsung Galaxy phone. I have mounted the card and my apps are using it but I can't seem to get my photos to store there. It works just fine and gives me the added storage capacity I want I now need to figure out how to use it. This brand is really the only brand I would consider buying.,04/05/2023,125,30,0,30,30,0.31377775667527585,3.1742460270292194
521,Gregory,3,"I bought this on black friday last year and took a chance on it. What chance u say? I read some reviews that this card just actually STOPPED working for no reason and not due to abuse or misuse. I had this card in my Acer Iconia A500 and it just STOPPED WORKING! Even my computer doesnt recognize it. WTF Sandisk?? This is an expensive part for this to occur. DO NOT BUY OR IF U DO, BE CAREFUL WHAT U STORE ON IT! I only had music and movies on mine so NBD. But what if u had this in your phone with valuable pictures?",08/22/2023,685,23,22,45,1,3.9398372250722296,2.138171411931975
522,Colin D. Ireland,2,"I was a bit concerned when I first ordered this microSD card.  Samsung's documentation says it is compatible with an SDHC card, but this one is SDXC.  I read a bunch on Google about incompatibilities, but they were older forum discussions.  I read the SDXC used to be incompatible, but that Samsung published an update late last year that allowed the Galaxy Note 10.1 to work with this card without the need for reformatting to a FAT file system.  For the price, I thought I didn't have much to lose and would give this a shot.My report:  The Galaxy Note 10.1 read the card perfectly when installed.  There was a small glitch where the Note asked to format the card after I removed it from the tablet and transferred about 25GB of data to the card (from my PC while it was in a card reader).  All I needed to do was to remove the card again, and reinsert and reboot the tablet, and the problem went away.  Have been using this for hours doing extensive read/writes to the card with no failures.  Will update if I have any issues, but for now, I am extremely pleased with the performance on this.",10/20/2023,420,14,21,35,-7,4.526268195204458,4.072143673947654
523,Chris Belardinelli,5,"Shipped as described, Was very easy to add to phone. Works perfect for pictures on my cell phone. Allows me to do more videos with no worries about memory.",03/27/2023,320,11,41,52,-30,2.5579323077660012,2.5862210758504203
524,T. J. L.,2,Got this for my new Galaxy S3. It works great. Tripled my memory and it's compatible! Worth every cent to be able to carry a TON of music and podcasts.,01/05/2023,675,19,29,48,-10,2.66255237227895,4.130647291596651
525,jia j.,1,Works wonderfully. I had this sd for over nine months and it is still working great. I had trouble getting it to recognized at first by my S3.Formatting from phone and or generic windows format menu did not resolve this issue so I downloaded EaseUs partition master and formatted and it has been working like charm ever since.Write Speed: 8.4 MB/s @ default cache speed.Read Speed: 37.9 Mb/s @ default cache speed.,06/09/2023,715,3,1,4,2,2.0164349207303385,4.960933017895208
526,"Amazon Customer ""Laram""",5,I have a point and shoot camera.  This works well with it. Have no problems so far.  I think my camera is the speed limiting step rather than this card.,12/09/2023,987,12,16,28,-4,4.284413054169295,3.2336339213488112
527,danniboyv,3,I added 128bg with two San Disk Ultra 64GB memory cards to my PSP with a micro SDXC Adapter to the memory stick duo.,05/29/2023,482,40,40,80,0,0.07401651981790047,2.6440679191734877
528,Pride,3,I was better off with my 32gig card.  This thing was nothing but problems.  The phone does not see it half the time and it is SLOW.  The phone keeps asking to Re- format it.  I got it to see the card after a reboot.  It is still SLOW.I will be buying the Samsung 64gig card for my Samsung Galaxy Note 1.  I have seen good things from Samsung.,02/17/2023,850,43,49,92,-6,3.122742748075926,1.825789271326133
529,"C. B. ""C. B.""",4,"I just popped it in my Sony Xperia Tablet Z .  It works.  There is no sense that I will ever run out of room.  If I was using it for work that might be different, but I could just change with a new micro sd card.  I don't know why all tablets don't have a port for one.  I feel confident with the SanDisk brand.  I have never bought a bad SanDisk product.",08/20/2023,667,9,19,28,-10,4.537065488793689,0.973482212393238
530,"westurner ""wMaurice""",3,"Works great.  Nothing more to say.  You must change this policy, or I won't write any more reviews ever.  y",02/16/2023,324,40,8,48,32,0.516111627661337,3.283288937777857
531,Curtis L. Winston,4,"got the easy to open package the card worked first time, the Samsung pad recognized it, these cards are a bit expensive though.",01/10/2023,913,22,10,32,12,4.79582268698994,0.31318595848772113
