Unnamed: 0,reviewerName,overall,reviewText,reviewTime,day_diff,helpful_yes,helpful_no,total_vote,score_pos_neg_diff,score_average_rating,wilson_lower_bound
677,"Man Who Only Shops Online ""Mike M""",1,Got this to go in my daughters Microsoft Surface RT and it is doing great! She loaded a movie on it and is happy her device has some extra memory :-),01/31/2021,99,8,20,28,-12,2.093035046465247,0.6975023573139683
678,Donna Deems,1,Seems to work just fine. I have loaded it up about 1/3 full and deleted the files and nothing unexpected has happened.,11/05/2021,842,3,22,25,-19,4.250962000976271,1.4061146721075868
679,GPerdomo,2,Great card but have had some issues with my GoPro 3 with this one. Maybe a firmware update will help my situation.,05/08/2021,34,38,31,69,7,4.661528413724399,1.0203443523937055
680,W J. LANE,4,worked for me and at great Amazon price. In my Hero 2 GoPro's doing video's at least once or twice a week for over months.,09/24/2021,932,23,7,30,16,3.006180289794526,4.729267686989275
681,William Eid,1,"Memory Card works fine, no problems.  I have a number of SanDisk Memory Cards, and I've never had any problems with them.",11/20/2021,582,33,30,63,3,0.7171030127011169,0.4208521828010192
682,Carefree Dude,4,"Got this to use with my GoPro, give 2 hours of recording time, once II figured out how to use the camera.",07/24/2021,171,38,36,74,2,4.507357919738276,1.0583541350225163
683,Cameron Guernsey,3,"I put it into my phone, and now it is like my phone has unlimited storage possibilities on it. Thank you!",08/30/2021,366,40,15,55,25,0.8722328309547128,0.4036165229145722
684,D. Evans,5,"I noticed amazon had the 'ultra' version for only a couple bucks more than the standard black version. And this one comes with an SD adapter in case I ever need it. I haven't bothered to speed test it since I'm using it for the tablet and don't feel like removing it from the tablet just for a test - but seems fast enough from my experience so far. Definitely faster than the regular black sandisk cards.From my experience with Sandisk products, their read/write speeds are much faster than they claim in their conservative estimates. It's not worth messing with their standard line if you can get 'ultra', 'extreme', or 'pro' for not much more.",06/09/2021,784,4,39,43,-35,1.7643892416605929,4.901926743222182
685,"Amazon Customer ""INFJ Emily""",4,"Since there are almost three thousands reviews already, I bet almost everything about reading and writing speeds have been covered. I'll just try to provide some specifics from my experience in case if somebody is searching with these keywords. I've copied some WAV and MP3 files to this card from a fast PC (3.4 GHz, 16GB RAM, 7,200 RPM HDD, 64-bit Win 7, etc.) with a built-in card reader. The card reader maybe my bottleneck. Anyway, the observed average writing speed was around 9.5MB/s.Tried this card in Nokia 3555b. Logically this phone cannot read more than 8GB MicroSDHC cards, but it it. However, it saw the card as being only a 2GB card. Tried inMotorola Flipout Unlocked GSM Quad-Band Android Phone with Bluetooth, Camera, QWERTY Keyboard and Wi-Fi - Unlocked Phone - US Warranty - Black. Played those WAV and MP3 files and it worked very well. Tried inMotorola MB520 Bravo Unlocked Phone with Android OS, 3MP Camera, FM Radio and GPS - US Warranty - Blackwith the same files, and it worked well too. No hiccups. Then inserted (and left it in) inBLU Studio 5.3 II Unlocked Dual Sim Phone with Dual-Core 1GHz Processor, Android 4.1, 5.3-inch IPS Capacitive Touch, and 8MP Camera - U.S. Warranty (Black). So far so good. Will update this review if problems will arise.It was sold and fulfilled by Amazon in a frustration-free packaging. I love this packaging not only because it does not have nasty blister pack that cuts your fingers, but also because it is eco-friendly.",07/07/2021,59,14,41,55,-27,1.8775398888113086,4.592067545485025
686,Howard H. Skwer,5,No issues at all. I ended up utttingthis in my Samsung Galaxy S3 instead of my Tab2 like I had originally planned. I will be ordering another one soon.,05/08/2021,181,49,26,75,23,2.2364576993631404,3.583157948827055
687,Christopher Robert Mohr,4,"I am primarily using this to supplement storage on my Microsoft Surface Pro and have a small library of movies and TV shows to carry around while I'm on the go. A lot of ultrabooks and the like come with just 128gb of storage and I think this SD card is a great way to store some media while you save room on the hard-drive for your program installations etc. The speeds I'm seeing are consistently around the peak that the card is rated for, and work great for playback of my lossless MKV movie files recorded at a high blu-ray quality bitrate. I've also tried it with my Android smartphone and I'm seeing similarly high peak-performance speeds for file transfer and smooth playback of media. It comes with an adapter to convert it to the standard SD card size in use with devices like SLR cameras etc. so you'll be covered under almost any circumstance. I only wish I could buy a larger capacity model, but as it stands I think with the Amazon sale prices that regularly come for this product it's a great deal.",02/12/2021,19,3,39,42,-36,3.950829079654748,2.1298651610995667
688,Jerry,3,"I use this (with a Nifty MiniDrive, [...] to extend the built in SSD in my MacBook Pro. I highly recommend it for anyone needing a speedy flash card.",11/23/2021,226,38,40,78,-2,4.010721890512423,0.9508906776199627
689,Carefree Dude,1,I got a few of these for tablets and phones and they have been fine. I loaded them with movies for a trip and they playback was perfect. I used one in a camera for video and it was plenty fast enough for the clips I was taking.,08/24/2021,473,7,17,24,-10,3.598275366390571,1.107448625100712
690,"wihogfan ""wihogfan""",3,"I have this installed in my Verizon Rezound Android phone and it works perfect. Many phones advertise they support up to 32Gb of memory when in reality, they will work with 64Gb too.",01/20/2021,95,48,34,82,14,0.11064337210790809,2.215200042780057
691,Zach S.,1,I bought this micro card to use in a security camera for continuous recording. It works perfectly and is the ideal size for all night surveillance. The San Disk name offers confidence in quality.,02/03/2021,881,44,48,92,-4,2.824225511085758,3.841113356682408
692,KKJ,1,"I purchased this because my Samsumg Galaxy S3 was getting full of pictures. It installed easy, works great and I have had no speed issues when writing or reading from it,",10/10/2021,297,23,14,37,9,3.737464779407,1.3236474799947944
693,Speedy,5,"Maybe there is nothing that can be done and it is just the way the technology is at this time, but to me it seems that the 64GB SD cards have very limited uses at this time because they are formatted in whats called ""exFAT32"" instead of the standard FAT32 to get 64GB from a 32GB card.  After receiving my card and inserting it into my new android tablet with, Jelly Bean, it was recognized and it did show I had 59GB available.  I then removed the card from the tablet and inserted it into my computers, a Win7 and a Vista, and tried to transfer files, photos and videos from my laptop to the card they WOULD NOT TRANSFER!  After some research on the internet it appeared that the card had to be reformatted from the new ""exFAT32"" to the standard FAT32.  All my files were created in Win XP and Win Vista - FAT32.  I also have a Win7 machine I recently purchased and can easily move all types of files between all the machines and memory cards and flash drives but could not transfer any files to this card from any computer as long as the card was formatted in exFAT32.  I had read on the internet about reformatting  the cards and it working.  My Win7 machine does not even have the option to format to standard FAT32, it only has NSTF and exFAT32.  My older computers have the older FAT32 format option and it took my Vista computer with a Dual Core processor 1  hours to reformat the card to FAT32.  After reformatting I was able to easily transfer my files, photos, and videos on my XP and Vista computers BUT not the Win7 computer.  The card works in my tablet and I am able to access and use all the files I transferred to the card in FAT32 with my Vista computer on the tablet.  BUT after reformatting it now the card only has 27GB of space available, so it was essentially reformatted the 64GB card into a 32GB card.  I will keep the card because I have a lot of work into it reformatting and transferring files and hopefully in the future I can reformat it again back to exFAT32 if and when exFAT32 catches on and an OS is made that can seamlessly use files created in both FAT32 and exFAT32.  This seems to be a good card that works well in certain situations but my advice do your research on what you have and how you will use the card because this is not simply a big GB card that can be used for everything in every device, unless ALL your files, photos, and videos are in, or will be created with, exFAT32 there are some real draw backs to this card and you might be better off just buying multiple lower GB cards if you really need this much storage space in a Micro SD card.  Or perhaps cards you already own can be reformatted into exFAT32 and double the capacity if your computer has the exFAT32 reformat option.  I have not tried it but based on my experience the last few days it seems like it would work if exFAT32 works for you. I gave 3 stars because it does work, but I feel Sandisk not fully explaining how they are getting 64GB out of this card and the possible problems a consumer might have with it is misleading advertising.",11/08/2021,593,27,26,53,1,2.223126200307714,1.5539595626732332
694,"Jeremy Kowalski ""Just Jeremy""",3,Bought this for a Samsung note 2014 ed. This will give me plenty of data storage as I will be using the note to some quick picture editing,10/26/2021,175,42,16,58,26,4.724680226826982,2.999721457022353
695,Michael Bowyer,4,Better price than the Samsung branded card and works as well or better. Make sure that you check the requirements of the device that you have so you get the best card for your device.,07/10/2021,222,26,39,65,-13,4.119052609401755,1.1886468113912678
696,Bayou Brit,3,"Excellent, one of the best, can't go wrong with this card, class 10 is necessary and shows noticeable but not significant improvements over class 4",10/12/2021,615,0,1,1,-1,3.190775327434154,2.921093106464018
697,Ronald W Berger,5,It worked for a GoPro so what more to say except I wonder how they can fit 64 gigs on such a small chip. Amazing.,07/06/2021,54,33,48,81,-15,0.31212591841256687,1.9356544663614228
698,Evaristo Avila,1,"Best 64 gigs of micro SD out there. No lag accessing data for the smartphone, acts like the phone's own internal storage and is indistinguishable from it. The integrity of the data is well preserved.",08/08/2021,695,16,49,65,-33,3.261731237915691,0.17184102950674018
699,Shaun,5,"Fast, easy, and great amount of capacity!!! XC is pretty quick and I am enjoying mine on my Galaxy S4 :)",02/17/2021,863,36,30,66,6,4.5578980062610945,2.0135064311598194
700,"J. Loucks ""Mommiedearest""",2,"Had a 16GB card in my S4 and my wife didn't have a memory card in her S3, so I bought a couple of these for us. I needed a bigger card because I load custom ROMs and such and she needed one for her media. They work great and have a pretty nice capacity!",04/21/2021,403,37,36,73,1,1.897226934404757,4.597626397595724
701,"Tom C. Chen ""tom in califonia""",2,"The price was great.  Since this is an SDXC Class 10 card,I expected pretty decent write speeds.  I copied about 30GB of data from my computer HD to this card and it took over 8 hours.Of course, since that was a one-time thing, I didn't really mind.  It works great in my Microsoft Surface Pro.  I just cannot believe that I could find a 64GB micro SDXC card for under $50.  The sale is over, of course, and I've not been able to find them this cheap since.I would buy another one if it were comparably priced.",12/16/2021,318,25,40,65,-15,4.190662628026805,1.465559395667303
702,Noel Cheok,4,"The Ultra micro SDHC was fine once I got it working. Neither the packaging nor the Sansa Clip player inform the user that the player needs to be totally off before the microcard is inserted. If not, the unit will not read the card!  Otherwise? Love it and the storage for even 16 GB, let alone 32, is tremendous...",11/17/2021,867,23,40,63,-17,1.565805714310895,1.6141619471823447
703,Mitchell,5,"Everyone need now how you camera, GPS, phone or other gadget can go faster wit a real high speed memory, sometimes we think for example that camera is very slow to recover or open a photo, the GPS spend a lot of time charging a route or your phone game think a lot, using a fast memory reduces a lot all time and battery because the gadget no need spend time charging files.",07/12/2021,349,38,33,71,5,2.850516457736514,0.3297044402964344
704,"A4Q96 ""Gadget Lover""",4,"I haven't done much to speed test this device, but it does everything I ask it to and the price was right.",02/15/2021,443,20,33,53,-13,3.2421220918539118,3.0752372428464714
705,Tony Z,4,No issues so far.  SanDisk is a good brand so hopefully it will last and be durable.  We'll see.  Recommended.,11/19/2021,833,29,2,31,27,3.3899751877944744,4.246211821491695
706,"T. Daniel Livsey ""Daniel""",2,Better price than the Samsung branded card and works as well or better. Make sure that you check the requirements of the device that you have so you get the best card for your device.,05/03/2021,580,46,16,62,30,4.4127465723217405,1.7646144654655083
707,DeDub,4,"It's a micro sd hc, stores files, and is great at it.I don't really know enough about these kinda things to go into details of how fast it is at transfering files.But it worked great for copying video files from my computer, placing the same thing into my LED tv (has a USB port) and watching the files from there. 8gb video files would play perfectly fine. Perhaps that's saying enough about it? Worth the money!",04/05/2021,540,47,13,60,34,1.1731113350314104,1.2012277875999422
708,"Robert J. Dompe ""Dr. Bob""",2,I'm the owner of a bunch of SanDisk cards and have been using them for many years. This one I picked up for my Samsung Galaxy Note 10.1 and it works very well. The adapter is nice even though I have other ones. The packaging is bullet-proof. If you need a high-speed card then this SanDisk is a great choice. Good price on Amazon especially over box store prices.Highly recommended.,01/28/2021,786,12,13,25,-1,1.3118479264448735,4.783059270819293
709,quique,1,"It's inside of my Galaxy S3, and has worked great. It greatly helps expand the 16 gig internal memory, so I can store music and videos better.",05/30/2021,282,36,45,81,-9,3.520204966553684,3.725363072957442
710,"David O. Brown ""David O. Brown""",5,"Bought 2 of these for the wife's & my Android phone. When her's failed after 2 months, we figured it was just luck of the draw. Now mine failed after just over 4 months, losing a bunch of photos & videos (I made sure to back up every few weeks but even so, we just lost a bunch of photos of our 2 month newborn).Clearly SanDisk had a bad batch with this lot and as the return policy is horrible, I won't be buying any more SanDisk, no matter how cheap (when we bought them on sale around January 2013 they were over half the price of similar SD cards; again, SanDisk clearly knew they had a bad batch, shame on them for dumping them on the customer, no matter how cheap).While I would presumed they would have solved the problem in production, buy at your own risk, SanDisk will sell product with ridiculous failure rate.EDIT: After submitting my review I did some more research on other sites and the low star reviews here. SanDisk is so clearly guilty of selling a defective product from the batch about 6 months ago. Which as I said before, is when they put them on a super discount sale. They knew what they were doing and they are thumbing their nose at customers who just fell outside warrantee (like myself).To knowingly sell your customer something that is going to fail at an unacceptable rate and then ignore them because it failed a little bit outside warrantee is just bad faith. I beg people considering buying this product to not do so, and thumb up the reviews warning of failures. It is only when companies lose sales do they reconsider not screwing their customers like this.Personally I have bought several SanDisk thumb drives, CompactFlash cards, and a Sandisk MP3 player. The thumb drives were ok but I wouldn't buy another mp3 player from them (it was buggy as hell). Up until now I had an overall neutral to favorable opinion of them, not anymore.If you think I am overreacting, please just skim through a few pages submitted in springtime of 2013. There is at least one or more ""6 months and it failed"" reviews per page.",04/29/2021,360,2,37,39,-35,0.8859690624201905,2.8358177964163227
711,Luis Soto,4,"this little card is great for all kinds of use, with quick write times and plenty of space. works like a dream in my phone.",12/25/2021,915,31,34,65,-3,2.3213520248198014,1.5276558317244204
712,Bruce/Emily,2,Samsung is my preferred memory brand but SanDisk runs a close 2nd. 64 GB should be great when I upgrade my Motorola RAZR to a new Samsung Galaxy Note 3 with it's 16 MP camera.,12/29/2021,823,34,0,34,34,0.1001719203860757,1.1039900898820043
713,EGXX,3,"Decent transfer speeds out of phone..in phone sees around 10-12MB/s down to 5. This card is nothing to write home about however, as it only lasted me 7 months. Now it will not read in my phone or laptop or friend's phone. So now I lost all my files....I recommend you store your vital files in the phone.",07/28/2021,631,18,47,65,-29,0.7048966849505706,3.578720195002336
714,Reed Moore,4,"There really isn't a whole lot to say about this. The amount of storage space is fantastic.There are options for using this on older devices, that don't necessarily support MicroSDXC formats. Windows, by default, will only allow you to format the card as exFat or NTFS. These formats will work for most new devices, but some may have issue.If you use FAT32 as the filesystem instead, you can use this card for older devices, and it still works great with Android. I've been using this card on my old Sandisk Sansa Fuze (running Rockbox) and it works great. I was not expecting that, but I am very happy with it!",07/07/2021,892,13,28,41,-15,3.394231925144307,2.608944085686721
715,Leave Me Alone,1,"I recently upgraded from a nearly three-year-old HTC Windows Phone to a Samsung Galaxy S4 and decided to give it a huge memory boost. This card filled the bill perfectly. Add a good file manager to your App collection so you can use it effectively. Recommended.As an aside, I would have upgraded to another Windows Phone if WP8 permitted number blocking for nuisance callers. But it doesn't, so they lost me to Android.",09/26/2021,953,47,3,50,44,3.7373080174087696,2.6029990840149053
716,Scott Olsen,1,"everything about it was great, except for the adapter.  It was to tight i had to use a tool to take it back out of the adapter causing me to chip it. so my fault i guess, but i also bought a 16gb version and the adapter for that one was fine.",02/02/2021,646,21,32,53,-11,0.5765951661893842,0.368549093361219
717,"DWinston ""DWinston33""",3,"Not much more to say, really. Work, is faster than my Class 4 16GB card and provides the space to copy DSLR photos (when I hook the phone to my Nikon 5100 with the USB host cable)",03/23/2021,641,16,16,32,0,1.138547752055985,2.56097238379803
718,mollie,2,"I use this in the S2, works great, movies, pictures, passworded storage areas, everything is working fine after 6 months! Your mileage may vary, good luck.",11/04/2021,8,3,27,30,-24,0.4945222326852555,4.113720155197468
719,Wen Li,4,Perfect and just what I needed for my GoPro camera.  It also comes with an adapter car which can be handy.,11/02/2021,993,44,49,93,-5,2.1670642196255843,4.733996388978795
720,TomiKang,2,It worked for a GoPro so what more to say except I wonder how they can fit 64 gigs on such a small chip. Amazing.,08/28/2021,563,39,25,64,14,0.6305803537231663,0.5334119874086757
721,Cleo,1,"I bought the 64GB MicroSD card at Best Buy because I needed one for my Microsoft Surface Pro. It provides all the space I need and for people who need a lot of space (videos, Quick Books, picture editing, games, etc.) this card is the one for you. If you don't need that much space, consider buying one for cheaper with a little less memory.NOTE: Be aware that this is a MicroSDXC format card. While most new computers support this format, many of the older computers do not (This includes all but a few tablets and smartphones). Before buying this, MAKE SURE your computer, tablet, or smartphone is compatible. If it is not, it will not work, period. For others who claim that the card doesn't work no matter what they try, chances are their machine cannot support MicroSDXC format.",06/08/2021,491,18,7,25,11,2.18648008583445,3.155826053495354
722,Ray_TN,2,"They are scandisk micro SD, they work well and I have never had a problem with this product brand. short a couple words, sorry",05/14/2021,341,36,33,69,3,3.660491279005658,2.8417362539912343
723,scooter ray,1,"Bought this for the GoPro Hero3 and it works as advertised with no issues. Since I bought this, I have learned to watch for sales because they tend to get deeply discounted at local retailers every once in a while.",03/12/2021,472,1,17,18,-16,3.4169431657170874,4.451562454740709
724,"Ron L. Southworth ""001846""",2,This card will hold about 3.5 hrs of hd video on the GoPro Hero3. The adapter that comes with it works great too.,01/26/2021,793,14,30,44,-16,1.402302434259226,3.7562201509243573
725,Christopher Coppock,3,"I've been using it for just over a week and so far I've had no issues...not that I was expecting any as I've used  SanDisk MicroSDHC cards before which have worked reliably. These have all been of  varying sizes under 32 GB, this being the largest  size I've ever used.  I've read complaints elsewhere from persons who've had problems with the said brand  which, fortunately, have been few.",04/27/2021,687,1,26,27,-25,3.368812746234662,4.826309345826566
726,"Andrew Chan ""andrew chan""",5,"I used this upgraded card in my Razr Maxx HD and have been nothing but pleased with it. I haven't even come close to filling the entire card. I got it mostly because I keep my entire music library on my phone, about 5 gigs of music. It's a class 10 card so you won't see any lag in pulling up files. Great card for the price.",03/13/2021,695,10,15,25,-5,4.638560654497884,4.800162687909982
727,Alan Smithee,3,"Bought this for my S3 and loaded it with 4 seasons of Futurama, 5 full length HD movies, several documentaries, and a dozen or so 30 minute comedy shows with plenty of room left over for pictures, etc...Only slight nitpick is when booting up into recovery mode on the S3 it will not recognize the card. Wanted to update the phone to the latest version of Android and it would not see it. Had to resort to a 2GB MicroSD I had laying around. That wasn't a SD card issue but I thought I would throw that in.",04/08/2021,704,44,9,53,35,1.7376219354245777,1.128425466726104
728,D. Johnson,3,Love this SD Card. I have had such great results from it. I could not be happier with it. Love the price I was able to get this for. I have bought them before and will probably buy more. I don't think I will ever buy anything but the ULTRA series sd cards.,08/01/2021,249,22,39,61,-17,1.645595768488033,3.626754359502111
729,AQS,5,BEST PRICE DEAL FOR ME GETTING A GOOD NAME BRAND.  HAVE NOT ACTUALLY USED THE STORAGE TO DATE.  GLAD TO HAVE THE STORAGE.,07/04/2021,235,9,11,20,-2,2.857193257410087,2.652615456824472
730,jason,5,"Appears to be Class 10, holds about as much as it says it does, came with an SD card adapter and they even gave me the option to forgo those ridiculous plastic packages that you all know and hate. The ones that the scissors refuse to cut and you just end up hurting yourself a few times before getting it open. Completely as advertised.",02/16/2021,83,2,21,23,-19,1.227509055137359,1.073009976076527
731,"Marcel Suliman ""Marcel & Joanna""",4,"Buying two of the 32GB cards is even cheaper than buying one 64GB, too. It's a really is a solid value.",10/10/2021,93,4,15,19,-11,3.25789463990126,0.9743454110870037
732,VENROXAS,4,"works as expected and was nice that it came with a holder. Not sure what else you can say about a chip, either it works or it don't? One never knows until they use it for a while how it is working...",04/10/2021,885,2,11,13,-9,4.161308853362405,0.4054217063314325
733,noam,3,"Its probably better than I think it is. I got this to go in a Samsung tablet which is about to get replaced with an iPad. But the SD memory card portion has not given me any fits yet. The write speed isn't as high as some SD cards and this funky form factor requires an adapter most of the time, so don't expect to pop this into your DSLR.",02/24/2021,394,37,10,47,27,2.29659252549316,3.977726382093445
734,Bill Honaker,3,"I have been using it for over a month now, works well with my Samsung Galaxy Note 10.1 tablet. Excellent speed, Do recommend it.",12/15/2021,824,12,19,31,-7,3.397536624641912,1.6225239031000478
735,IamSerda,1,"Bought this to add memory to a 16 gig Samsung Gallaxy 3.Easy to install, and was recognized right away by the phone without need to format.Note; the SD to micro-SD adapter that ships with it, is a little tight.When I mounted the memory card in the adapter, It was tight, and very hard to remove, the first 6-7 times.",08/01/2021,268,41,0,41,41,3.2594271194149766,4.284844176644833
736,"K. Ingram ""spiffykyle""",1,Samsung is my preferred memory brand but SanDisk runs a close 2nd. 64 GB should be great when I upgrade my Motorola RAZR to a new Samsung Galaxy Note 3 with it's 16 MP camera.,10/06/2021,417,18,26,44,-8,0.19332780923794757,3.041576830116073
737,?,4,"SanDisk is always reliable, and I have always been satisfied with their products.  I know what I am getting when I purchase products from them.",02/04/2021,632,39,2,41,37,0.917081475878882,3.3681667741923036
738,Joshua cooper,4,Great price for a great card. This is a genuine fast SanDisk brand card. It has worked flawlessly in my Sony DSC-TX200V. Pictures transfer to my computer very fast with a USB 3.0 card reader.,12/15/2021,583,49,11,60,38,4.46765000909065,1.4583687480509833
739,MMR,1,"Does not work.  I have a card purchased at Best Buy that looks identical side by side.  BUT!  Transferring music onto the Best Buy purchased card was extremely fast.  100+ meg albums transferred in 2 to 3 seconds.  On these cards, a 61 meg album was at 18 minutes remaining with less than a quarter of the album transferred.  I bought two, so I figured maybe a bad card.  Tried the other, same thing.  Extremely slow.  Wonder if they are even real.",08/09/2021,529,34,29,63,5,4.694460736825096,2.286471396978418
740,Hans,1,"I really want to like these and I do trust SanDisk more than other manufacturers of memory cards. That said, I'm moving on to my 3rd card. Thank you Amazon for having exceptional customer service, or else I'd be very upset.Basically this card will suddenly not allow writing to it anymore. You can't save files to it, you can't delete files from it and you can't event format it. I've tried doing all three in different OS'es and devices with no luck. Doing some reading on the SanDisk forums this seems to be happening a lot with these cards.I'm returning this to Amazon and trying my luck with a different brand to see what happens.",06/23/2021,253,23,8,31,15,3.9021981995558868,2.061587890415624
741,Rick,2,"I love this card, its way faster than any other micro sd I have ever owned. I can transfer ROMs like nothing on my Galaxy S4. When I had the old MicroSD that comes with every DROID phones, that use to take for ever.High recommend this one.",01/14/2021,957,23,36,59,-13,4.606240741638473,1.178443319623006
742,Johns Gresham,2,The SD card adapter came in handy and we were able to use the card in my father-in-law's Nikon D3200.,01/01/2021,122,16,0,16,16,1.530743254592874,4.162560842633963
743,C. F. Jung,1,"I've seen several recent reviews complaining about not getting any packaging with their SD cards.  One person even questioned if the card was new or not.  Amazon offers &#34;frustration-free&#34; packaging for many of their products where they take care of opening it for you, then they repack it in plain brown cardboard to make it easier on the consumer.  This card has the option to come in the retail packing, or in amazon's &#34;frustration-free&#34; packaging.  It's an ordering option, and it seems this option defaults on &#34;frustration-free&#34;.If you order the retail packaging option, it will look just like it does on the store shelves.",04/10/2021,892,39,41,80,-2,1.238554858895235,3.1104225290331056
744,"G. Dyck ""RUEggsperienced""",2,"As stated above, and not a bad price.  Bought this thing in hopes of using it with my Ztpad C93 tablet, and it works like a charm.  The card is very fast for what it is and I have not had any problems with it to date.",07/15/2021,10,9,48,57,-39,1.9215009378026,0.1871598872653507
745,GamerGirl,5,Just what we needed to replace the memory card in my phone.  This is a dependable brand and a reasonable price,07/07/2021,799,1,3,4,-2,0.27670999275226427,4.099585096893442
746,SawJtt2008,4,"Be aware--if you want to use this device to record and play high-definition video with files greater than 4gb, you'll need to format the card as exFAT or NTFS (if you want to play the files on either a PC or a Mac. But it works well after properly formatting.",07/07/2021,316,43,14,57,29,4.049358095206639,0.5301887801429572
747,Mary R. Randolph,4,"It works, but file writes are a bit slower than expected on a USB3 reader.Also, both reads and writes are FASTER with the card inside the standard-size SD adapter (15 MB/s vs 10 write; 45 MB/s vs 22 MB/s read) on the same card reader.  Can't figure why...",09/04/2021,838,22,26,48,-4,4.920877425575386,2.018482167662796
748,bough,1,"This is one of those basic items that usually just work. In my case, I received one that just did not work. A couple of weeks ago, my phone reported an error and so I reformatted the card and transferred my music back onto it. Unfortunately it failed again two days ago and it won't even format now. I have had good luck with SanDisk before, but this one was not a good experience.",12/30/2021,273,5,7,12,-2,4.120146462183049,2.8562845081518895
749,william,3,"Works fine, although videos seem to jerk a little in spots. I don't know if it's the phone or the card. But anyway, the capacity is huge, and music plays great and photos look fine.",09/11/2021,306,1,22,23,-21,2.7748766742627407,0.03825622830608999
750,Colin Reynolds,1,"I use this in my Samsung Galaxy S3. It's spacious and holds a large chunk of my music library, so I'm happy. Haven't had any stability problems, and it seems to be reasonably fast for my purposes. No complaints.",11/12/2021,805,20,14,34,6,1.4764098524147489,3.2645405272146806
751,MD_Family,2,"This memory is very fast, perfect for phones, very good product I give it 5 stars and recommend it for all types of use ...",08/12/2021,210,34,26,60,8,0.9884894427179031,3.298514697801285
752,H. Marquis,3,"this item works as intended, well made, functions properly. good level of comfort fairly cheaply priced wont need to replace any time soon",10/12/2021,958,48,30,78,18,1.8203143589832997,3.2626315856632337
753,Ashu M,2,Put in camera and started taking picture without even formatting the disk.Although it only recognizes about 29 GBs .  ( makes me think why?)I think there may be some SanDisk Tools hidden on the disk.The bright coloring makes easy to find in the camera bag.,03/09/2021,730,28,38,66,-10,3.3348476477410314,0.8173396905313857
754,"Claire H ""Gadget Girl""",5,I use this card in my smartphone and it works great. It's fast and roomy (I got the 16GB version) enough to store all the music and video I need. It was immediately recognized by my Samsung smartphone when I put it in about 6 months ago and I've had no reason to take it out ever since.,11/10/2021,753,6,46,52,-40,2.235307777704118,1.278661633867747
755,"Galileo ""R.P.""",2,"I've had this memory card for about 4 days. I ordered it with my new Galaxy S4 Verizon. Worked perfectly out of the box, didn't have to format, and read & write speeds meets up to my expectations. I will still keep my eyes on this card for little longer because I see some reviews reporting that cards fail after some time, but seems to be ok for me.Not relevant to this product, but I did get ONTRAC shipping(Amazon prime 2 day shipping) for this memory card and my Galaxy S4. After reading SO many negative reviews and feedback about this shipping company, I was crossing my fingers and hoping that they wouldn't do something stupid to my package. Fortunately, I got my package on time and nothing was damaged. One minor complain is that ONTRAC does not update their tracking history very often, or at all(based on my other purchases). As I was phoneless for couple days and really needed a phone, I checked the tracking history probably once every couple hours. It was showing that it has left the faculty for 2 1/2 days and was not updated at all until about an hour before I got my package saying that it went out for delivery on 9AM (I received my package around 5PM). Again, I got my package on time with no problem so I'm ok, but with the history of ONTRAC being so rubbish it just made me worry because I didn't wanted to be phoneless for 2-3 weeks.",11/19/2021,886,28,7,35,21,4.67029910042243,1.2368790976637012
756,Brandon,5,Bought this for use in my Canon 60D camera.  Works great with no lag.  haven't had a problem with it.,01/07/2021,464,36,29,65,7,4.271101714828662,4.800334915898185
757,C. Lyles,5,"I have no issues with this card. It works great and now I have a ton of storage space for music and what not. Bit overkill, but that's how I like it.",10/25/2021,712,22,41,63,-19,0.5120030798144948,0.3376409361293864
758,"Nersi Pouya ""Nersi""",2,"I use it in my Samsung Glaxy S3 to increase more GB. The device has 16 GB, now increase to 48 GB.",06/22/2021,728,32,17,49,15,0.6576261194285499,2.1438075385175197
759,PDH,2,I have this baby in my samsung note2 and there is not much to say except it seems to be working without a flaw,06/25/2021,717,7,3,10,4,3.3811959265005544,4.35626952910097
760,"Galileo ""R.P.""",5,This is a great memory card that I've put into my phone for music and picture storage.  It works exactly as advertised.,05/22/2021,925,11,46,57,-35,1.1538419499017716,3.84732997223858
761,LBB,3,I have always been satisfied with sandisk products this memory card did not disappoint with it's fast reading and writing ability Sandisk has done it again.,04/10/2021,416,45,42,87,3,3.955149385058756,4.112210623244634
762,ronald,5,"Wow! Fast memory card. I bought this for my new GoPro Hero 3. Great performance for full HD video.Shipping was fast, and nice communication on shipping and estimated arrival time.The SD Card adaptor works perfect in my full sized SD reader built in my laptop.Transfer speeds were blazing and read speeds are amazing.SanDisk is the best, really worth buy the top end class 10 micro SD card.If you doing HD video this is the card for you. Video is demanding, so youneed a SD Card that can keep up.In Hawaii we play hard, and the GoPro and SanDisk card have been working flawless at full 1080p60 video.",06/13/2021,216,47,21,68,26,2.9567907116317653,4.861467920611665
763,asperf21,4,"Once I figured out the S3 wasn't liking the exfat file structure and formatted to fat32 it works quite well. I don't know if it's the phone or card and I'm not about to test it elsewhere, but I didn't see the 30MB/s speeds. It works good enough for the phone and it's the best option I have for the biggest storage for now.1080P videos with no issues. No problems with read/write stability. Overall I'm happy I bought it.",05/29/2021,80,9,2,11,7,1.14915263866675,1.9363090613659444
764,O.G.,5,SanDisk makes some great memory chips for a decent price. I can' recommend no names brands because of their error frequency.,02/03/2021,779,14,14,28,0,2.3934339874029558,1.5482763719023058
